loan_id,loan_amount,loan_date,loan_status
2009BA3B6E-01,800.0,2024-03-08,Current
200A8FEA13-01,800.0,2024-02-20,Current
200B7A0483-04,400.0,2024-04-29,Current
200BA033BC-01,300.0,2024-04-01,Current
200BD20312-03,400.0,2024-03-04,Current
200BD4339E-03,500.0,2023-11-20,Current
200C048FF7-01,800.0,2019-11-25,Current
200C5F4F48-01,500.0,2023-10-23,Current
200DF4C312-01,500.0,2023-02-13,Charged off
2010479DA1-01,400.0,2019-01-10,Charged off
201126A2BE-07,1000.0,2024-04-23,Current
2011DF8A8F-01,500.0,2024-01-26,Current
2011E2047D-01,800.0,2023-12-19,Current
20120EC0E1-01,500.0,2024-01-04,Current
2012BC41D3-01,800.0,2024-01-02,Current
20146EDD66-03,600.0,2024-01-26,Current
2014FCC430-02,600.0,2022-07-12,Charged off
20153B4DA1-04,800.0,2023-10-10,Current
2015612D37-01,800.0,2020-01-13,Current
2015D7581A-01,1000.0,2023-08-21,Current
2016BD02F8-05,400.0,2023-02-13,Settled
2016BD02F8-06,800.0,2023-12-14,Current
2018496F04-09,300.0,2023-09-20,Current
201863D6D9-03,600.0,2023-08-28,Current
2018BE00CC-01,300.0,2021-07-20,Settled
201992C292-18,600.0,2024-03-08,Current
201A97A323-03,1000.0,2023-10-10,Current
201AFAED68-01,800.0,2024-04-25,Current
201B61AFEF-01,300.0,2024-01-11,Settled
201C8AA6F0-08,800.0,2024-02-14,Current
201CF3DEF6-01,800.0,2019-02-19,Settled
201D61CAB1-07,1000.0,2024-02-08,Current
201E681B6F-02,800.0,2020-01-21,Current
201F0B5D22-02,300.0,2024-01-17,Current
201FA3FD94-03,400.0,2024-01-22,Current
20216F09D4-02,800.0,2024-02-22,Current
2022688AEF-06,800.0,2023-12-15,Current
2022DF91D9-01,400.0,2023-10-31,Current
20235C6659-01,500.0,2024-03-18,Current
2024DA7A43-02,800.0,2024-03-13,Current
2024E69E21-05,1000.0,2023-08-04,Current
2026128C9B-04,800.0,2023-09-22,Current
202801DDE0-03,800.0,2024-04-05,Current
202C2A4AB9-01,300.0,2024-04-19,Current
202CEE5E0A-04,800.0,2024-01-31,Current
202E409952-07,600.0,2024-03-18,Current
202E527BB3-27,1500.0,2024-04-01,Current
202E631447-07,800.0,2024-03-18,Current
202FD8D261-04,800.0,2024-04-01,Current
203252FB3A-04,600.0,2024-04-19,Current
2032A77167-01,800.0,2023-10-04,Current
2034E1D1D4-01,800.0,2023-09-22,Current
20358302CE-01,600.0,2024-04-23,Current
203713E6F8-02,500.0,2024-01-17,Current
203741F17A-01,800.0,2024-01-10,Current
2038414D73-03,700.0,2024-03-05,Current
203903CC03-01,800.0,2024-04-25,Current
20395BBEDC-02,300.0,2024-03-13,Current
203DCAD556-04,500.0,2023-08-03,Current
203E6166A2-01,800.0,2020-02-03,Current
203F63DECE-04,1000.0,2023-11-28,Current
20429C083A-03,800.0,2024-01-08,Current
2042D74FBC-01,400.0,2024-01-08,Current
2043863C38-22,1000.0,2023-11-30,Current
20443A3FAB-05,800.0,2024-04-24,Current
204537C953-01,1000.0,2023-06-20,Current
2047A8C520-10,1500.0,2024-03-25,Current
2048899826-01,800.0,2024-02-12,Current
2048C48275-03,800.0,2023-12-26,Current
2048CF3E5C-08,300.0,2024-04-24,Current
20496BDFD5-01,800.0,2024-01-29,Current
2049B40E4C-04,800.0,2023-10-13,Current
204A9AF667-02,500.0,2023-12-08,Current
204BE4E4F9-07,400.0,2024-04-02,Current
204E339EE9-06,800.0,2024-04-22,Current
204F78B20F-08,800.0,2023-12-15,Current
2052377A71-02,800.0,2023-12-04,Current
2053258C67-01,800.0,2024-04-04,Current
20536B3CC6-01,600.0,2023-12-01,Current
205576BAAD-01,500.0,2023-12-19,Current
2055CDB2BB-04,800.0,2024-04-02,Current
20595277D8-03,300.0,2024-02-28,Current
205A5F2189-01,800.0,2020-02-24,Current
205B34283E-04,700.0,2024-01-02,Current
205B6D8AB0-01,800.0,2023-10-18,Current
205BBF6B59-01,400.0,2023-12-15,Current
205C912FEF-02,800.0,2023-08-14,Current
205CE2D58C-02,700.0,2024-04-16,Current
205D1BB2BC-03,500.0,2023-10-02,Current
205EB9F8D2-02,800.0,2024-04-25,Current
20608F290A-07,1500.0,2024-04-19,Current
2060CC609B-09,500.0,2023-08-24,Current
2061D9DCEE-01,800.0,2023-11-24,Current
206243DA35-13,1000.0,2024-02-29,Current
2066128A4C-04,1500.0,2024-04-19,Current
20668DA27C-07,600.0,2024-04-15,Current
2066D8C746-22,1500.0,2024-04-01,Current
2069423507-02,800.0,2024-04-17,Current
2069A2142A-17,1500.0,2024-04-08,Current
206C1EABB8-05,800.0,2019-09-24,Current
206D48417A-04,800.0,2024-01-23,Current
206DDF7FED-02,800.0,2023-11-20,Current
207003F9CE-02,800.0,2024-04-16,Current
2070850D09-01,800.0,2024-03-04,Current
2070CD0342-03,400.0,2023-11-29,Current
2070F53811-01,1000.0,2023-08-21,Current
20711AEA48-02,800.0,2019-05-06,Current
20711AEA48-08,600.0,2024-02-08,Current
2071C65261-01,800.0,2023-08-15,Current
2073B6F6DC-12,1500.0,2024-02-09,Current
2073EDE675-01,800.0,2023-05-30,Current
2074FDFB4B-07,800.0,2024-01-29,Current
207BAD9692-03,800.0,2023-10-02,Current
207C4381E8-01,600.0,2024-01-16,Current
207C66B4EE-03,800.0,2019-11-04,Current
207F663C7A-02,800.0,2024-01-22,Current
207F6D85BF-04,500.0,2023-11-14,Current
207FB43364-05,800.0,2024-01-05,Current
2081073BCC-01,800.0,2023-10-18,Current
208285D263-03,1000.0,2023-11-29,Current
2082BCBE01-01,800.0,2022-12-06,Current
2082FA3138-18,1000.0,2024-03-07,Current
2083DFAD83-04,400.0,2024-04-10,Current
2085D83862-01,500.0,2023-11-07,Current
30000375BC-01,800.0,2020-08-17,Charged off
3000265AB4-01,300.0,2024-03-28,Current
3000293D57-01,800.0,2020-11-30,Charged off
300029B02D-01,600.0,2024-03-05,Paid off
30002BDB12-01,400.0,2022-05-02,Charged off
30002CB931-01,800.0,2020-02-06,Charged off
300050F890-01,800.0,2022-05-16,Paid off
300050F890-02,600.0,2023-11-02,Paid off
300050F890-03,1000.0,2024-03-04,Paid off
300050F890-04,800.0,2024-04-29,Current
3000979B47-01,500.0,2019-07-08,Charged off
3000B8B845-01,800.0,2023-10-19,Charged off
3000BEC9C8-01,400.0,2020-01-02,Charged off
3000CA68F9-01,400.0,2023-04-03,Charged off
3000ED7FDF-01,800.0,2020-06-24,Paid off
3000F94071-01,400.0,2022-01-25,Charged off
3000FA5DC7-01,500.0,2022-09-08,Paid off
3000FA5DC7-03,700.0,2023-07-13,Paid off
3000FA5DC7-04,1000.0,2024-04-30,Current
300154DF77-02,500.0,2023-12-21,Current
30016A5B4D-01,600.0,2019-06-07,Paid off
30016A5B4D-02,800.0,2021-04-19,Paid off
300182EB98-01,700.0,2021-08-11,Paid off
300182EB98-02,600.0,2022-04-18,Paid off
300182EB98-03,700.0,2022-10-17,Charged off
3001A4231A-01,700.0,2023-11-06,Charged off
3001CDFE11-01,400.0,2023-06-09,Charged off
3002F84278-01,500.0,2023-04-19,Charged off
30030C5115-01,800.0,2021-10-04,Paid off
30030C5115-02,800.0,2022-01-13,Paid off
30030C5115-03,800.0,2022-05-27,Paid off
30030C5115-04,1200.0,2022-09-01,Paid off
30030C5115-05,800.0,2023-03-02,Paid off
3003371B98-01,700.0,2021-07-27,Paid off
3003371B98-02,800.0,2021-12-27,Paid off
3003371B98-03,800.0,2023-01-25,Paid off
3003371B98-04,500.0,2024-03-22,Paid off
30037AB05A-01,600.0,2023-04-27,Paid off
3003906B9D-01,600.0,2019-09-17,Paid off
3003FC9984-01,500.0,2023-01-30,Charged off
300411BB0F-01,400.0,2023-09-28,Current
300440A7A9-02,800.0,2022-02-16,Paid off
300440A7A9-03,600.0,2022-05-03,Paid off
300440A7A9-04,300.0,2022-08-18,Paid off
300440A7A9-05,500.0,2022-12-20,Paid off
300440A7A9-06,800.0,2023-07-19,Paid off
300440A7A9-07,800.0,2023-09-28,Paid off
300440A7A9-08,600.0,2024-03-29,Paid off
300497F919-01,300.0,2019-09-09,Paid off
300497F919-02,600.0,2023-07-13,Paid off
3004D7D305-08,700.0,2019-05-31,Paid off
3004D7D305-09,800.0,2020-11-27,Paid off
3004D7D305-10,800.0,2021-10-14,Paid off
3004D7D305-11,1500.0,2022-08-08,Paid off
3004D7D305-12,1500.0,2023-06-05,Paid off
3004D7D305-13,1500.0,2024-04-02,Current
3005462A74-01,800.0,2023-09-18,Current
3005607812-01,800.0,2022-07-22,Paid off
30057C62A7-01,800.0,2020-10-01,Paid off
30057C62A7-02,800.0,2021-06-17,Paid off
30057C62A7-03,800.0,2021-11-02,Paid off
30057C62A7-04,800.0,2022-02-07,Paid off
30057C62A7-05,800.0,2022-05-03,Paid off
30057C62A7-06,1200.0,2022-12-27,Paid off
300597392B-01,800.0,2022-12-01,Paid off
300597392B-02,300.0,2023-09-27,Paid off
30059F729A-02,700.0,2023-05-09,Paid off
30059F729A-03,800.0,2023-09-19,Paid off
30063909FA-01,300.0,2022-04-07,Paid off
3006447C61-02,800.0,2019-12-12,Paid off
300646BBAB-01,600.0,2020-07-24,Paid off
300646BBAB-02,800.0,2021-02-02,Charged off
3006B74F64-01,300.0,2021-06-24,Paid off
3006B8DAF8-01,600.0,2021-08-02,Paid off
30071AE5E9-01,300.0,2022-01-26,Paid off
30071AE5E9-02,400.0,2022-10-19,Paid off
30071AE5E9-03,400.0,2023-11-21,Current
300825C847-01,700.0,2019-11-20,Paid off
300825C847-02,800.0,2021-08-30,Paid off
300825C847-04,1000.0,2022-08-16,Paid off
3008359B6F-01,600.0,2021-08-26,Paid off
3008414A10-01,500.0,2022-10-20,Charged off
30085FECE9-03,800.0,2019-05-06,Paid off
30085FECE9-05,800.0,2020-10-08,Paid off
30085FECE9-06,800.0,2021-07-23,Paid off
30085FECE9-07,800.0,2021-08-16,Paid off
30085FECE9-08,500.0,2021-09-10,Paid off
30085FECE9-09,800.0,2022-02-08,Paid off
30085FECE9-10,800.0,2022-05-09,Paid off
30085FECE9-11,1500.0,2022-09-06,Paid off
30085FECE9-12,1000.0,2023-01-03,Paid off
30085FECE9-13,1500.0,2023-12-26,Current
3008A43C43-01,500.0,2019-09-16,Paid off
3008B5F129-02,600.0,2019-07-02,Paid off
3008B5F129-04,600.0,2020-07-20,Paid off
3008B5F129-05,800.0,2021-11-02,Paid off
3008B5F129-06,600.0,2023-02-02,Paid off
3008CC0B4C-01,600.0,2020-08-17,Paid off
3008CC0B4C-02,700.0,2021-01-25,Settled
3008CC0B4C-03,600.0,2021-11-29,Paid off
3008CC0B4C-04,600.0,2022-05-09,Paid off
3008CC0B4C-05,400.0,2023-08-21,Paid off
3008CC0B4C-06,600.0,2023-09-01,Current
300901AFE9-02,800.0,2019-04-26,Paid off
300901AFE9-04,800.0,2021-05-26,Paid off
30090C0236-01,400.0,2021-08-24,Paid off
3009141A8E-04,700.0,2019-06-24,Paid off
300926272E-01,800.0,2023-12-11,Current
300A349C53-01,800.0,2022-07-18,Paid off
300A35CB00-01,600.0,2019-08-20,Settled
300A35CB00-02,800.0,2020-08-18,Paid off
300A35CB00-03,800.0,2021-07-20,Paid off
300A35CB00-04,800.0,2021-11-29,Paid off
300A35CB00-05,800.0,2022-05-17,Paid off
300A35CB00-06,1000.0,2022-10-12,Paid off
300A35CB00-07,1200.0,2024-01-05,Current
300B2AFC5F-01,800.0,2023-12-01,Paid off
300B365D72-01,300.0,2023-10-16,Settled
300B7561D7-07,800.0,2023-01-23,Charged off
300C9AA668-07,800.0,2020-02-11,Current
300CCCC27C-01,800.0,2023-09-28,Current
300DFF8CA5-01,600.0,2024-01-02,Current
300E0C21D0-07,1200.0,2024-02-27,Current
300E299034-01,600.0,2024-02-15,Current
300F202536-02,800.0,2024-01-03,Current
300FDBBC51-01,600.0,2021-07-22,Charged off
30109A260D-03,300.0,2023-10-23,Current
30125D1873-01,300.0,2024-03-07,Current
301603AC10-01,800.0,2023-11-10,Current
30188F4BCD-01,800.0,2023-11-27,Current
3018BC8DF8-02,600.0,2024-03-13,Current
3019B1A6FA-03,800.0,2023-11-27,Current
301A942C71-01,800.0,2024-04-01,Current
301C7201B4-02,400.0,2024-01-16,Current
301D5F7DF1-06,800.0,2019-05-23,Current
301D97508E-01,800.0,2024-02-02,Current
301E009098-03,300.0,2019-04-02,Settled
301E1EE29E-03,600.0,2024-04-02,Current
301F6837DC-01,700.0,2024-04-19,Current
30203A54E8-01,800.0,2023-12-26,Current
3021F704C1-01,300.0,2023-11-13,Current
3024935675-02,1500.0,2024-02-26,Current
302657B155-11,800.0,2024-04-05,Current
30286E2959-02,800.0,2023-08-22,Settled
30286E2959-03,800.0,2024-03-01,Current
30295C999A-08,1500.0,2024-02-13,Current
302A9927EF-01,800.0,2024-04-30,Current
302BD1F527-01,400.0,2023-09-14,Current
3032592584-01,300.0,2024-01-29,Current
3033C19243-02,500.0,2024-01-23,Current
3035C7A486-01,600.0,2024-01-26,Settled
30368360A3-26,1500.0,2024-02-20,Current
3037529C44-02,800.0,2023-06-28,Settled
3038E4371F-01,300.0,2024-02-16,Current
303AE1360E-01,800.0,2023-09-22,Settled
303BFBCD2E-01,600.0,2024-04-01,Current
303CB8BBF1-01,800.0,2023-11-10,Current
303D2258EB-01,300.0,2023-10-17,Current
303D506146-01,800.0,2019-10-11,Current
303E78E732-01,400.0,2023-06-06,Current
303FDA7727-01,700.0,2022-03-11,Settled
304010EFE2-03,800.0,2019-07-31,Current
304048D5F6-02,800.0,2020-01-13,Current
3040B34B5F-01,600.0,2024-02-01,Current
30430317A0-01,800.0,2024-02-20,Current
3043AD05C6-01,800.0,2024-02-05,Current
3043F93C8C-03,800.0,2020-02-13,Current
3044623D58-01,400.0,2023-11-15,Current
3047FCA31E-01,800.0,2023-12-22,Current
3049FB4375-01,800.0,2024-01-08,Current
304BF5E00D-01,400.0,2023-11-29,Current
304F1F9D87-01,800.0,2023-11-27,Current
304F510845-01,400.0,2024-04-08,Current
30511A65E1-02,500.0,2024-04-01,Current
30511C1218-01,800.0,2024-02-15,Current
3051FCE3B9-14,1500.0,2023-10-20,Current
3053AC071E-03,300.0,2024-01-25,Current
305723D903-01,800.0,2019-12-16,Current
30574ECB29-01,800.0,2024-03-06,Current
305945981C-03,800.0,2024-01-03,Current
30595F02C0-09,400.0,2024-03-06,Current
305A6754E9-01,500.0,2023-12-18,Current
305B839855-02,400.0,2023-05-03,Current
305BCC32A8-02,500.0,2023-12-15,Current
305BFB4EE0-01,800.0,2023-08-21,Current
305EFF2D08-11,1000.0,2024-01-31,Current
306366E48B-01,800.0,2023-12-13,Current
3064E1B18F-04,800.0,2023-10-31,Current
30663A5ACD-02,800.0,2024-04-29,Current
30664BD9C7-02,400.0,2023-11-30,Current
3069771B85-01,500.0,2023-10-20,Current
306B85C604-01,400.0,2023-07-03,Current
306C404114-01,700.0,2024-01-08,Current
30705F598D-01,600.0,2023-09-28,Current
3071BB6F94-01,800.0,2023-11-02,Current
3076C678D8-03,400.0,2024-02-20,Current
3077D38B2C-03,800.0,2024-04-26,Current
3079C5D37F-01,800.0,2019-10-11,Current
307A93EB24-04,300.0,2024-02-05,Current
307AB61F7B-03,600.0,2024-04-25,Current
307D55DE50-01,600.0,2024-01-08,Current
307E183FC4-03,500.0,2024-04-29,Current
3080738030-04,800.0,2023-12-13,Current
308085D7C2-01,300.0,2023-12-04,Current
3081A94B8D-07,700.0,2024-03-22,Current
308204B085-05,500.0,2023-12-05,Current
308204C1D9-02,500.0,2024-02-26,Current
30832A87CA-01,800.0,2024-01-16,Current
308529AA7F-02,400.0,2023-10-23,Current
308C4FAC69-04,500.0,2024-04-04,Current
308CB8F721-05,500.0,2024-04-15,Current
308D4AF07C-01,600.0,2024-02-29,Current
308DCF3E91-01,300.0,2023-09-21,Current
308E698D63-06,300.0,2024-01-12,Current
308E7714F9-01,700.0,2023-11-22,Current
308F5F2CCD-01,800.0,2024-01-16,Current
309000E2D1-01,800.0,2024-04-02,Current
309032E30E-11,1200.0,2023-10-24,Current
3093CB46F2-01,400.0,2024-04-22,Current
309644E7F4-02,400.0,2023-12-11,Current
309A9031A1-02,400.0,2023-11-27,Current
309DB921CC-01,500.0,2024-01-22,Current
4000020B91-01,500.0,2022-12-14,Paid off
4000020B91-02,300.0,2023-03-22,Charged off
40001332D7-01,300.0,2020-01-21,Paid off
40001332D7-02,300.0,2020-06-29,Charged off
40002937BF-01,300.0,2023-05-10,Charged off
400033B753-01,500.0,2020-08-13,Paid off
40003D5332-01,800.0,2022-10-11,Charged off
40004C9F80-01,800.0,2019-06-18,Charged off
40004DFC0F-01,300.0,2022-08-29,Charged off
40007A9B15-01,400.0,2019-07-08,Charged off
40009C583E-01,400.0,2023-08-14,Charged off
40009F1548-01,600.0,2023-11-13,Current
4000B4FD59-01,800.0,2024-02-22,Charged off
4000BC8787-01,500.0,2019-06-20,Charged off
4000CC86B2-01,800.0,2021-05-11,Paid off
40010558BC-01,300.0,2023-09-29,Settled
40010558BC-02,400.0,2024-03-25,Settled
400136FA1A-01,300.0,2023-09-06,Current
4001484426-01,300.0,2020-12-14,Charged off
40015B90E3-01,300.0,2019-07-08,Paid off
400160A2C7-08,600.0,2019-05-09,Paid off
400160A2C7-09,800.0,2020-09-04,Paid off
400160A2C7-10,1500.0,2021-07-12,Paid off
400160A2C7-11,1500.0,2021-10-08,Paid off
400160A2C7-12,1500.0,2022-02-02,Paid off
400160A2C7-13,1500.0,2022-06-01,Paid off
400160A2C7-14,1000.0,2023-02-22,Paid off
400160A2C7-15,1500.0,2023-11-03,Paid off
40019F2CE1-01,800.0,2022-08-08,Paid off
4001D25CD8-01,300.0,2020-01-13,Paid off
4001E36D60-01,300.0,2019-01-22,Paid off
40021E8703-01,700.0,2022-10-18,Paid off
40021E8703-02,500.0,2023-09-25,Current
400280886E-01,800.0,2022-07-12,Settled
4002B47227-01,600.0,2023-07-13,Paid off
4002B4F29E-01,800.0,2019-01-23,Paid off
4002B4F29E-03,800.0,2020-03-06,Paid off
4002B4F29E-04,800.0,2020-12-21,Paid off
4002B4F29E-05,800.0,2023-04-18,Paid off
4002BC7B71-01,500.0,2019-12-12,Paid off
4002BD32E7-01,300.0,2022-07-05,Paid off
4002BD32E7-02,500.0,2023-05-12,Paid off
4002D8D671-01,800.0,2022-08-18,Paid off
4002EC87BE-01,600.0,2022-03-02,Paid off
4002F9D292-01,400.0,2020-08-17,Paid off
4003010209-01,300.0,2024-02-20,Current
40030B1B7E-01,300.0,2023-04-24,Paid off
400374FBA7-01,500.0,2020-10-21,Paid off
400374FBA7-02,500.0,2022-02-02,Paid off
400374FBA7-03,500.0,2023-02-09,Paid off
400374FBA7-04,600.0,2024-04-02,Current
4003751540-02,600.0,2019-02-15,Charged off
4004485303-01,500.0,2023-11-28,Current
4004DA580C-01,800.0,2019-09-23,Paid off
4004DA580C-02,800.0,2020-07-03,Settled
40050E73AD-02,800.0,2020-08-06,Paid off
400553AE5D-01,600.0,2019-07-15,Paid off
400553AE5D-03,600.0,2020-06-25,Paid off
400553AE5D-04,800.0,2020-11-05,Paid off
400553AE5D-05,800.0,2021-01-20,Paid off
400553AE5D-06,800.0,2021-05-27,Paid off
400553AE5D-07,800.0,2021-06-29,Paid off
400553AE5D-08,800.0,2022-02-10,Paid off
400553AE5D-09,800.0,2022-03-10,Paid off
400553AE5D-10,1500.0,2022-05-11,Paid off
400553AE5D-11,800.0,2022-10-18,Paid off
4005901381-01,800.0,2021-06-16,Paid off
4005901381-02,600.0,2023-07-31,Paid off
4005901381-03,800.0,2023-09-05,Paid off
4005901381-04,700.0,2023-09-14,Paid off
4005901381-05,700.0,2023-11-08,Paid off
4005FB61AB-02,600.0,2023-10-02,Paid off
4005FB61AB-03,300.0,2024-04-09,Current
40062D3658-01,500.0,2023-03-28,Paid off
40076A9950-01,600.0,2021-07-21,Paid off
40076A9950-02,600.0,2022-02-01,Paid off
40076A9950-03,600.0,2022-07-11,Paid off
40076DDD86-01,500.0,2023-07-05,Paid off
40078CAE5C-01,600.0,2019-01-14,Paid off
4007A788FA-02,800.0,2024-02-14,Current
4007C2D19B-01,300.0,2022-09-22,Paid off
4007C2D19B-02,600.0,2023-06-09,Paid off
4007C2D19B-03,600.0,2023-12-20,Paid off
4007C3CA23-01,400.0,2019-03-18,Paid off
4007C96738-02,800.0,2021-01-19,Paid off
4007F4E701-01,800.0,2021-10-14,Paid off
4008105815-01,700.0,2023-06-29,Paid off
400861A070-01,600.0,2021-03-08,Paid off
400861A070-03,800.0,2023-11-15,Current
40086C5BAE-02,700.0,2019-07-02,Paid off
40086C5BAE-03,400.0,2019-11-05,Paid off
40086C5BAE-04,400.0,2022-06-13,Paid off
40086C5BAE-05,300.0,2022-08-22,Paid off
40086C5BAE-06,300.0,2022-11-23,Paid off
40086C5BAE-07,300.0,2023-11-27,Charged off
40088A3722-01,600.0,2021-08-09,Paid off
4008A59B89-01,800.0,2024-04-23,Current
4008E40D12-01,300.0,2022-03-23,Paid off
400909D55C-01,400.0,2020-10-06,Paid off
40093DBED2-01,500.0,2022-05-16,Paid off
40093DBED2-02,800.0,2022-08-15,Paid off
400951A332-01,600.0,2020-08-25,Paid off
400951A332-02,800.0,2021-10-18,Charged off
400951A332-03,800.0,2022-03-23,Paid off
400951A332-04,800.0,2022-09-12,Paid off
400A127442-02,400.0,2020-12-07,Paid off
400A127442-03,800.0,2021-02-24,Paid off
400A127442-04,300.0,2021-09-23,Paid off
400A127442-05,300.0,2023-09-18,Paid off
400A127442-06,300.0,2023-10-30,Paid off
400A96A424-05,400.0,2021-02-04,Paid off
400A96A424-06,300.0,2021-10-01,Paid off
400A96A424-07,700.0,2022-09-13,Paid off
400AB68204-01,800.0,2023-01-18,Paid off
400AB68204-02,600.0,2023-03-16,Paid off
400AB68204-03,800.0,2023-04-24,Paid off
400AC0345B-01,600.0,2019-10-25,Charged off
400AD4B21E-02,700.0,2022-12-14,Paid off
400B94F649-13,1500.0,2023-09-13,Current
400C09A13D-01,800.0,2023-11-27,Current
400C79D99C-01,800.0,2022-10-03,Charged off
400F9F9EEE-01,500.0,2023-08-21,Current
400FD7B6A3-01,300.0,2022-07-06,Settled
4010BEC545-01,400.0,2023-09-25,Current
4010BEF261-01,300.0,2019-08-05,Charged off
401112D762-02,300.0,2023-12-15,Current
4011FDA6F5-01,600.0,2021-05-10,Charged off
4012B150BA-01,700.0,2024-01-16,Settled
4013A62A73-01,800.0,2023-08-10,Current
40147F7313-10,400.0,2024-04-02,Current
4014CF2139-03,300.0,2022-07-05,Settled
401671324A-01,800.0,2023-08-31,Current
4016FC9CC0-02,300.0,2024-04-29,Current
401830ECAC-01,800.0,2023-05-30,Current
401A0BC52C-01,500.0,2024-04-19,Current
401B854C35-02,600.0,2024-02-23,Current
401C5FFBF6-04,600.0,2024-02-12,Current
401DC4BD77-06,400.0,2023-12-19,Current
401E263D17-01,600.0,2023-12-26,Current
401E2BD427-11,1500.0,2024-02-26,Current
401F1C348D-01,600.0,2024-02-02,Current
401FBF4054-01,800.0,2023-12-18,Current
402198E033-05,800.0,2020-01-06,Current
4021C7DFFB-05,800.0,2022-11-08,Settled
402335A4E7-04,700.0,2024-01-16,Current
4023A7F1EB-11,500.0,2024-03-25,Current
4023D1C592-02,600.0,2022-12-27,Settled
4023D1C592-04,700.0,2024-03-26,Current
4023FCDDAC-01,800.0,2023-07-03,Current
4024170102-07,1000.0,2024-03-01,Current
4024F7E165-03,800.0,2024-01-24,Current
402747C385-02,800.0,2024-02-23,Current
40282BC6F0-01,500.0,2024-04-01,Current
402AA3B173-01,600.0,2023-07-03,Current
402D16E8B5-01,600.0,2024-02-28,Current
402D75B7D8-01,800.0,2024-02-02,Current
402EB41F0A-04,700.0,2024-04-26,Current
402F69B17E-01,800.0,2024-01-29,Current
402F879ACF-03,600.0,2024-02-13,Current
402F98B16A-02,800.0,2024-04-15,Current
40308BEB8C-01,800.0,2023-09-28,Current
4030D26A1F-01,800.0,2023-12-04,Current
4034997883-01,800.0,2020-02-27,Current
40349B7383-12,700.0,2023-11-17,Current
403565D4B2-01,600.0,2024-04-29,Current
4037194729-01,800.0,2023-10-04,Current
40375FA7B5-01,800.0,2024-01-04,Current
4037FA8E64-02,300.0,2024-03-29,Current
403978B6C6-05,1500.0,2023-08-07,Current
40397A064A-02,700.0,2024-02-06,Current
403992DB2D-01,800.0,2023-10-13,Current
4039D4506E-08,1200.0,2023-10-17,Current
403D0DD189-01,800.0,2022-08-18,Current
403E11F043-05,800.0,2020-02-27,Current
403ED64C36-02,800.0,2024-03-04,Current
4041D01456-17,1500.0,2024-03-18,Current
4043D2A7B5-03,600.0,2024-01-16,Current
4043F3A3F1-02,600.0,2023-12-07,Current
40454BE339-01,800.0,2024-03-05,Current
40469084C8-05,1500.0,2023-08-07,Current
404BD95219-01,800.0,2024-04-30,Current
404C5C8C95-05,800.0,2023-12-05,Current
404C5DD1EC-01,800.0,2024-01-23,Current
404D7ADED0-01,400.0,2023-12-07,Current
404F21BB4A-01,500.0,2024-02-08,Current
4051531CD8-06,800.0,2024-03-22,Current
40517D4739-01,300.0,2024-04-29,Current
4052CC53FD-01,300.0,2023-11-20,Current
4053A9FBCC-01,500.0,2023-07-25,Current
4053DBDD8B-02,400.0,2024-04-05,Current
4054D2441F-01,500.0,2024-04-19,Current
4054FBECAA-04,600.0,2024-02-01,Current
4055341C93-01,300.0,2023-11-14,Current
4056A49228-02,800.0,2024-01-02,Current
40570A0A13-06,800.0,2024-02-13,Current
4057764077-11,1500.0,2023-12-21,Current
4057FE4E07-01,800.0,2023-11-13,Current
40582C3795-10,300.0,2024-03-18,Current
405DE4135B-05,800.0,2024-04-09,Current
405E470746-03,1200.0,2024-01-18,Current
4061D1D81B-06,800.0,2023-12-15,Current
4065C7719C-01,300.0,2023-10-23,Current
406674C889-06,400.0,2022-08-05,Current
406674C889-08,1500.0,2023-09-19,Current
406681DC78-01,300.0,2024-03-20,Current
406697E2B7-03,300.0,2024-04-01,Current
406729F09B-01,500.0,2023-10-12,Current
